Golfer,Event,Year,Round,Score,Location,Date
Justin Rose,Open Championship,2018,1,1,"Angus, Scotland",7/19/18
Justin Rose,Open Championship,2018,2,2,"Angus, Scotland",7/20/18
Justin Rose,Open Championship,2018,3,-7,"Angus, Scotland",7/21/18
Justin Rose,Open Championship,2018,4,-2,"Angus, Scotland",7/22/18
Brooks Koepka,Open Championship,2018,1,1,"Angus, Scotland",7/19/18
Brooks Koepka,Open Championship,2018,2,-2,"Angus, Scotland",7/20/18
Brooks Koepka,Open Championship,2018,3,4,"Angus, Scotland",7/21/18
Brooks Koepka,Open Championship,2018,4,-1,"Angus, Scotland",7/22/18
Dustin Johnson,Open Championship,2018,1,5,"Angus, Scotland",7/19/18
Dustin Johnson,Open Championship,2018,2,1,"Angus, Scotland",7/20/18
Justin Thomas,Open Championship,2018,1,-2,"Angus, Scotland",7/19/18
Justin Thomas,Open Championship,2018,2,6,"Angus, Scotland",7/20/18
Bryson DeChambeau,Open Championship,2018,1,4,"Angus, Scotland",7/19/18
Bryson DeChambeau,Open Championship,2018,2,-1,"Angus, Scotland",7/20/18
Bryson DeChambeau,Open Championship,2018,3,2,"Angus, Scotland",7/21/18
Bryson DeChambeau,Open Championship,2018,4,-1,"Angus, Scotland",7/22/18
Jon Rahm,Open Championship,2018,1,-2,"Angus, Scotland",7/19/18
Jon Rahm,Open Championship,2018,2,7,"Angus, Scotland",7/20/18
Rickie Fowler,Open Championship,2018,1,-1,"Angus, Scotland",7/19/18
Rickie Fowler,Open Championship,2018,2,-2,"Angus, Scotland",7/20/18
Rickie Fowler,Open Championship,2018,3,2,"Angus, Scotland",7/21/18
Rickie Fowler,Open Championship,2018,4,1,"Angus, Scotland",7/22/18
Rory McIlroy,Open Championship,2018,1,-2,"Angus, Scotland",7/19/18
Rory McIlroy,Open Championship,2018,2,-2,"Angus, Scotland",7/20/18
Rory McIlroy,Open Championship,2018,3,-1,"Angus, Scotland",7/21/18
Rory McIlroy,Open Championship,2018,4,-1,"Angus, Scotland",7/22/18
Jason Day,Open Championship,2018,1,0,"Angus, Scotland",7/19/18
Jason Day,Open Championship,2018,2,0,"Angus, Scotland",7/20/18
Jason Day,Open Championship,2018,3,1,"Angus, Scotland",7/21/18
Jason Day,Open Championship,2018,4,-3,"Angus, Scotland",7/22/18
Tony Finau,Open Championship,2018,1,-4,"Angus, Scotland",7/19/18
Tony Finau,Open Championship,2018,2,0,"Angus, Scotland",7/20/18
Tony Finau,Open Championship,2018,3,0,"Angus, Scotland",7/21/18
Tony Finau,Open Championship,2018,4,0,"Angus, Scotland",7/22/18
Paul Casey,Open Championship,2018,1,2,"Angus, Scotland",7/19/18
Paul Casey,Open Championship,2018,2,0,"Angus, Scotland",7/20/18
Paul Casey,Open Championship,2018,3,1,"Angus, Scotland",7/21/18
Paul Casey,Open Championship,2018,4,1,"Angus, Scotland",7/22/18
Bubba Watson,Open Championship,2018,1,4,"Angus, Scotland",7/19/18
Bubba Watson,Open Championship,2018,2,2,"Angus, Scotland",7/20/18
Gary Woodland,Open Championship,2018,1,0,"Angus, Scotland",7/19/18
Gary Woodland,Open Championship,2018,2,1,"Angus, Scotland",7/20/18
Gary Woodland,Open Championship,2018,3,1,"Angus, Scotland",7/21/18
Gary Woodland,Open Championship,2018,4,5,"Angus, Scotland",7/22/18
Marc Leishman,Open Championship,2018,1,1,"Angus, Scotland",7/19/18
Marc Leishman,Open Championship,2018,2,1,"Angus, Scotland",7/20/18
Marc Leishman,Open Championship,2018,3,-2,"Angus, Scotland",7/21/18
Marc Leishman,Open Championship,2018,4,5,"Angus, Scotland",7/22/18
Cameron Smith,Open Championship,2018,1,2,"Angus, Scotland",7/19/18
Cameron Smith,Open Championship,2018,2,0,"Angus, Scotland",7/20/18
Cameron Smith,Open Championship,2018,3,2,"Angus, Scotland",7/21/18
Cameron Smith,Open Championship,2018,4,6,"Angus, Scotland",7/22/18
Justin Rose,TOUR Championship,2018,1,-4,Atlanta,9/20/18
Justin Rose,TOUR Championship,2018,2,-3,Atlanta,9/21/18
Justin Rose,TOUR Championship,2018,3,-2,Atlanta,9/22/18
Justin Rose,TOUR Championship,2018,4,3,Atlanta,9/23/18
Brooks Koepka,TOUR Championship,2018,1,-1,Atlanta,9/20/18
Brooks Koepka,TOUR Championship,2018,2,8,Atlanta,9/21/18
Brooks Koepka,TOUR Championship,2018,3,-3,Atlanta,9/22/18
Brooks Koepka,TOUR Championship,2018,4,0,Atlanta,9/23/18
Dustin Johnson,TOUR Championship,2018,1,-1,Atlanta,9/20/18
Dustin Johnson,TOUR Championship,2018,2,0,Atlanta,9/21/18
Dustin Johnson,TOUR Championship,2018,3,-3,Atlanta,9/22/18
Dustin Johnson,TOUR Championship,2018,4,-3,Atlanta,9/23/18
Justin Thomas,TOUR Championship,2018,1,-3,Atlanta,9/20/18
Justin Thomas,TOUR Championship,2018,2,-1,Atlanta,9/21/18
Justin Thomas,TOUR Championship,2018,3,0,Atlanta,9/22/18
Justin Thomas,TOUR Championship,2018,4,-1,Atlanta,9/23/18
Bryson DeChambeau,TOUR Championship,2018,1,1,Atlanta,9/20/18
Bryson DeChambeau,TOUR Championship,2018,2,5,Atlanta,9/21/18
Bryson DeChambeau,TOUR Championship,2018,3,-4,Atlanta,9/22/18
Bryson DeChambeau,TOUR Championship,2018,4,-3,Atlanta,9/23/18
Jon Rahm,TOUR Championship,2018,1,-2,Atlanta,9/20/18
Jon Rahm,TOUR Championship,2018,2,-2,Atlanta,9/21/18
Jon Rahm,TOUR Championship,2018,3,-2,Atlanta,9/22/18
Jon Rahm,TOUR Championship,2018,4,2,Atlanta,9/23/18
Rickie Fowler,TOUR Championship,2018,1,-5,Atlanta,9/20/18
Rickie Fowler,TOUR Championship,2018,2,2,Atlanta,9/21/18
Rickie Fowler,TOUR Championship,2018,3,3,Atlanta,9/22/18
Rickie Fowler,TOUR Championship,2018,4,-5,Atlanta,9/23/18
Rory McIlroy,TOUR Championship,2018,1,-3,Atlanta,9/20/18
Rory McIlroy,TOUR Championship,2018,2,-2,Atlanta,9/21/18
Rory McIlroy,TOUR Championship,2018,3,-4,Atlanta,9/22/18
Rory McIlroy,TOUR Championship,2018,4,4,Atlanta,9/23/18
Francesco Molinari,TOUR Championship,2018,1,0,Atlanta,9/20/18
Francesco Molinari,TOUR Championship,2018,2,5,Atlanta,9/21/18
Francesco Molinari,TOUR Championship,2018,3,-1,Atlanta,9/22/18
Francesco Molinari,TOUR Championship,2018,4,-3,Atlanta,9/23/18
Richie Ramsay,TOUR Championship,2018,1,11,Atlanta,9/20/18
Richie Ramsay,TOUR Championship,2018,2,-3,Atlanta,9/21/18
Jason Day,TOUR Championship,2018,1,-2,Atlanta,9/20/18
Jason Day,TOUR Championship,2018,2,3,Atlanta,9/21/18
Jason Day,TOUR Championship,2018,3,-1,Atlanta,9/22/18
Jason Day,TOUR Championship,2018,4,-2,Atlanta,9/23/18
Tony Finau,TOUR Championship,2018,1,-3,Atlanta,9/20/18
Tony Finau,TOUR Championship,2018,2,1,Atlanta,9/21/18
Tony Finau,TOUR Championship,2018,3,-3,Atlanta,9/22/18
Tony Finau,TOUR Championship,2018,4,2,Atlanta,9/23/18
Paul Casey,TOUR Championship,2018,1,-2,Atlanta,9/20/18
Paul Casey,TOUR Championship,2018,2,1,Atlanta,9/21/18
Paul Casey,TOUR Championship,2018,3,-4,Atlanta,9/22/18
Paul Casey,TOUR Championship,2018,4,1,Atlanta,9/23/18
Bubba Watson,TOUR Championship,2018,1,0,Atlanta,9/20/18
Bubba Watson,TOUR Championship,2018,2,2,Atlanta,9/21/18
Bubba Watson,TOUR Championship,2018,3,3,Atlanta,9/22/18
Bubba Watson,TOUR Championship,2018,4,5,Atlanta,9/23/18
Gary Woodland,TOUR Championship,2018,1,-4,Atlanta,9/20/18
Gary Woodland,TOUR Championship,2018,2,2,Atlanta,9/21/18
Gary Woodland,TOUR Championship,2018,3,-2,Atlanta,9/22/18
Gary Woodland,TOUR Championship,2018,4,0,Atlanta,9/23/18
Marc Leishman,TOUR Championship,2018,1,3,Atlanta,9/20/18
Marc Leishman,TOUR Championship,2018,2,-1,Atlanta,9/21/18
Marc Leishman,TOUR Championship,2018,3,-2,Atlanta,9/22/18
Marc Leishman,TOUR Championship,2018,4,1,Atlanta,9/23/18
Cameron Smith,TOUR Championship,2018,1,0,Atlanta,9/20/18
Cameron Smith,TOUR Championship,2018,2,3,Atlanta,9/21/18
Cameron Smith,TOUR Championship,2018,3,-1,Atlanta,9/22/18
Cameron Smith,TOUR Championship,2018,4,-2,Atlanta,9/23/18
Dustin Johnson,TOUR Championship,2016,1,-4,Atlanta,9/22/16
Dustin Johnson,TOUR Championship,2016,2,-3,Atlanta,9/23/16
Dustin Johnson,TOUR Championship,2016,3,-1,Atlanta,9/24/16
Dustin Johnson,TOUR Championship,2016,4,3,Atlanta,9/25/16
Justin Thomas,TOUR Championship,2016,1,-2,Atlanta,9/22/16
Justin Thomas,TOUR Championship,2016,2,1,Atlanta,9/23/16
Justin Thomas,TOUR Championship,2016,3,-1,Atlanta,9/24/16
Justin Thomas,TOUR Championship,2016,4,-3,Atlanta,9/25/16
Rory McIlroy,TOUR Championship,2016,1,-2,Atlanta,9/22/16
Rory McIlroy,TOUR Championship,2016,2,0,Atlanta,9/23/16
Rory McIlroy,TOUR Championship,2016,3,-4,Atlanta,9/24/16
Rory McIlroy,TOUR Championship,2016,4,-6,Atlanta,9/25/16
Francesco Molinari,TOUR Championship,2016,1,1,Atlanta,9/22/16
Francesco Molinari,TOUR Championship,2016,2,3,Atlanta,9/23/16
Francesco Molinari,TOUR Championship,2016,3,-1,Atlanta,9/24/16
Francesco Molinari,TOUR Championship,2016,4,5,Atlanta,9/25/16
Richie Ramsay,TOUR Championship,2016,1,11,Atlanta,9/22/16
Richie Ramsay,TOUR Championship,2016,2,-3,Atlanta,9/23/16
William McGirt,TOUR Championship,2016,1,7,Atlanta,9/22/16
William McGirt,TOUR Championship,2016,2,-1,Atlanta,9/23/16
William McGirt,TOUR Championship,2016,3,-4,Atlanta,9/24/16
William McGirt,TOUR Championship,2016,4,-2,Atlanta,9/25/16
Jason Day,TOUR Championship,2016,1,-3,Atlanta,9/22/16
Paul Casey,TOUR Championship,2016,1,-2,Atlanta,9/22/16
Paul Casey,TOUR Championship,2016,2,0,Atlanta,9/23/16
Paul Casey,TOUR Championship,2016,3,-1,Atlanta,9/24/16
Paul Casey,TOUR Championship,2016,4,-6,Atlanta,9/25/16
Bubba Watson,TOUR Championship,2016,1,2,Atlanta,9/22/16
Bubba Watson,TOUR Championship,2016,2,3,Atlanta,9/23/16
Bubba Watson,TOUR Championship,2016,3,-4,Atlanta,9/24/16
Bubba Watson,TOUR Championship,2016,4,-3,Atlanta,9/25/16
Gary Woodland,TOUR Championship,2016,1,2,Atlanta,9/22/16
Gary Woodland,TOUR Championship,2016,2,0,Atlanta,9/23/16
Gary Woodland,TOUR Championship,2016,3,-1,Atlanta,9/24/16
Gary Woodland,TOUR Championship,2016,4,-3,Atlanta,9/25/16
Marc Leishman,TOUR Championship,2016,1,9,Atlanta,9/22/16
Marc Leishman,TOUR Championship,2016,2,-2,Atlanta,9/23/16
Justin Rose,TOUR Championship,2015,1,0,Atlanta,9/24/15
Justin Rose,TOUR Championship,2015,2,-2,Atlanta,9/25/15
Justin Rose,TOUR Championship,2015,3,1,Atlanta,9/26/15
Justin Rose,TOUR Championship,2015,4,-4,Atlanta,9/27/15
Brooks Koepka,TOUR Championship,2015,1,-2,Atlanta,9/24/15
Brooks Koepka,TOUR Championship,2015,2,4,Atlanta,9/25/15
Brooks Koepka,TOUR Championship,2015,3,2,Atlanta,9/26/15
Brooks Koepka,TOUR Championship,2015,4,0,Atlanta,9/27/15
Dustin Johnson,TOUR Championship,2015,1,-1,Atlanta,9/24/15
Dustin Johnson,TOUR Championship,2015,2,2,Atlanta,9/25/15
Dustin Johnson,TOUR Championship,2015,3,1,Atlanta,9/26/15
Dustin Johnson,TOUR Championship,2015,4,-6,Atlanta,9/27/15
Rickie Fowler,TOUR Championship,2015,1,-1,Atlanta,9/24/15
Rickie Fowler,TOUR Championship,2015,2,0,Atlanta,9/25/15
Rickie Fowler,TOUR Championship,2015,3,-3,Atlanta,9/26/15
Rickie Fowler,TOUR Championship,2015,4,4,Atlanta,9/27/15
Rory McIlroy,TOUR Championship,2015,1,-4,Atlanta,9/24/15
Rory McIlroy,TOUR Championship,2015,2,1,Atlanta,9/25/15
Rory McIlroy,TOUR Championship,2015,3,0,Atlanta,9/26/15
Rory McIlroy,TOUR Championship,2015,4,4,Atlanta,9/27/15
Francesco Molinari,TOUR Championship,2015,1,1,Atlanta,9/24/15
Francesco Molinari,TOUR Championship,2015,2,3,Atlanta,9/25/15
Francesco Molinari,TOUR Championship,2015,3,-1,Atlanta,9/26/15
Francesco Molinari,TOUR Championship,2015,4,5,Atlanta,9/27/15
Richie Ramsay,TOUR Championship,2015,1,11,Atlanta,9/24/15
Richie Ramsay,TOUR Championship,2015,2,-3,Atlanta,9/25/15
Jason Day,TOUR Championship,2015,1,-1,Atlanta,9/24/15
Jason Day,TOUR Championship,2015,2,1,Atlanta,9/25/15
Jason Day,TOUR Championship,2015,3,0,Atlanta,9/26/15
Jason Day,TOUR Championship,2015,4,-2,Atlanta,9/27/15
Paul Casey,TOUR Championship,2015,1,-5,Atlanta,9/24/15
Paul Casey,TOUR Championship,2015,2,0,Atlanta,9/25/15
Paul Casey,TOUR Championship,2015,3,1,Atlanta,9/26/15
Paul Casey,TOUR Championship,2015,4,0,Atlanta,9/27/15
Bubba Watson,TOUR Championship,2015,1,0,Atlanta,9/24/15
Bubba Watson,TOUR Championship,2015,2,1,Atlanta,9/25/15
Bubba Watson,TOUR Championship,2015,3,-2,Atlanta,9/26/15
Bubba Watson,TOUR Championship,2015,4,-3,Atlanta,9/27/15
Marc Leishman,TOUR Championship,2015,1,9,Atlanta,9/24/15
Marc Leishman,TOUR Championship,2015,2,-2,Atlanta,9/25/15
Justin Rose,The Masters,2018,1,0,Augusta,4/5/18
Justin Rose,The Masters,2018,2,-2,Augusta,4/6/18
Justin Rose,The Masters,2018,3,-1,Augusta,4/7/18
Justin Rose,The Masters,2018,4,-3,Augusta,4/8/18
Dustin Johnson,The Masters,2018,1,1,Augusta,4/5/18
Dustin Johnson,The Masters,2018,2,-4,Augusta,4/6/18
Dustin Johnson,The Masters,2018,3,-1,Augusta,4/7/18
Dustin Johnson,The Masters,2018,4,-3,Augusta,4/8/18
Justin Thomas,The Masters,2018,1,2,Augusta,4/5/18
Justin Thomas,The Masters,2018,2,-5,Augusta,4/6/18
Justin Thomas,The Masters,2018,3,-2,Augusta,4/7/18
Justin Thomas,The Masters,2018,4,1,Augusta,4/8/18
Bryson DeChambeau,The Masters,2018,1,2,Augusta,4/5/18
Bryson DeChambeau,The Masters,2018,2,2,Augusta,4/6/18
Bryson DeChambeau,The Masters,2018,3,0,Augusta,4/7/18
Bryson DeChambeau,The Masters,2018,4,-1,Augusta,4/8/18
Jon Rahm,The Masters,2018,1,3,Augusta,4/5/18
Jon Rahm,The Masters,2018,2,-4,Augusta,4/6/18
Jon Rahm,The Masters,2018,3,-7,Augusta,4/7/18
Jon Rahm,The Masters,2018,4,-3,Augusta,4/8/18
Rory McIlroy,The Masters,2018,1,-3,Augusta,4/5/18
Rory McIlroy,The Masters,2018,2,-1,Augusta,4/6/18
Rory McIlroy,The Masters,2018,3,-7,Augusta,4/7/18
Rory McIlroy,The Masters,2018,4,2,Augusta,4/8/18
Francesco Molinari,The Masters,2018,1,0,Augusta,4/5/18
Francesco Molinari,The Masters,2018,2,2,Augusta,4/6/18
Francesco Molinari,The Masters,2018,3,-2,Augusta,4/7/18
Francesco Molinari,The Masters,2018,4,-2,Augusta,4/8/18
Jason Day,The Masters,2018,1,3,Augusta,4/5/18
Jason Day,The Masters,2018,2,-1,Augusta,4/6/18
Jason Day,The Masters,2018,3,-3,Augusta,4/7/18
Jason Day,The Masters,2018,4,-1,Augusta,4/8/18
Tony Finau,The Masters,2018,1,-4,Augusta,4/5/18
Tony Finau,The Masters,2018,2,2,Augusta,4/6/18
Tony Finau,The Masters,2018,3,1,Augusta,4/7/18
Tony Finau,The Masters,2018,4,-6,Augusta,4/8/18
Paul Casey,The Masters,2018,1,2,Augusta,4/5/18
Paul Casey,The Masters,2018,2,3,Augusta,4/6/18
Paul Casey,The Masters,2018,3,-3,Augusta,4/7/18
Paul Casey,The Masters,2018,4,-7,Augusta,4/8/18
Bubba Watson,The Masters,2018,1,1,Augusta,4/5/18
Bubba Watson,The Masters,2018,2,-3,Augusta,4/6/18
Bubba Watson,The Masters,2018,3,-4,Augusta,4/7/18
Bubba Watson,The Masters,2018,4,-3,Augusta,4/8/18
Gary Woodland,The Masters,2018,1,6,Augusta,4/5/18
Gary Woodland,The Masters,2018,2,4,Augusta,4/6/18
Marc Leishman,The Masters,2018,1,-2,Augusta,4/5/18
Marc Leishman,The Masters,2018,2,-5,Augusta,4/6/18
Marc Leishman,The Masters,2018,3,1,Augusta,4/7/18
Marc Leishman,The Masters,2018,4,-2,Augusta,4/8/18
Cameron Smith,The Masters,2018,1,-1,Augusta,4/5/18
Cameron Smith,The Masters,2018,2,0,Augusta,4/6/18
Cameron Smith,The Masters,2018,3,-2,Augusta,4/7/18
Cameron Smith,The Masters,2018,4,-6,Augusta,4/8/18
Brooks Koepka,The Masters,2017,1,2,Augusta,4/6/17
Brooks Koepka,The Masters,2017,2,1,Augusta,4/7/17
Brooks Koepka,The Masters,2017,3,-1,Augusta,4/8/17
Brooks Koepka,The Masters,2017,4,-3,Augusta,4/9/17
Justin Thomas,The Masters,2017,1,1,Augusta,4/6/17
Justin Thomas,The Masters,2017,2,4,Augusta,4/7/17
Justin Thomas,The Masters,2017,3,-1,Augusta,4/8/17
Justin Thomas,The Masters,2017,4,-2,Augusta,4/9/17
Jon Rahm,The Masters,2017,1,1,Augusta,4/6/17
Jon Rahm,The Masters,2017,2,-2,Augusta,4/7/17
Jon Rahm,The Masters,2017,3,1,Augusta,4/8/17
Jon Rahm,The Masters,2017,4,3,Augusta,4/9/17
Rickie Fowler,The Masters,2017,1,1,Augusta,4/6/17
Rickie Fowler,The Masters,2017,2,-5,Augusta,4/7/17
Rickie Fowler,The Masters,2017,3,-1,Augusta,4/8/17
Rickie Fowler,The Masters,2017,4,4,Augusta,4/9/17
Rory McIlroy,The Masters,2017,1,0,Augusta,4/6/17
Rory McIlroy,The Masters,2017,2,1,Augusta,4/7/17
Rory McIlroy,The Masters,2017,3,-1,Augusta,4/8/17
Rory McIlroy,The Masters,2017,4,-3,Augusta,4/9/17
Francesco Molinari,The Masters,2017,1,6,Augusta,4/6/17
Francesco Molinari,The Masters,2017,2,0,Augusta,4/7/17
Francesco Molinari,The Masters,2017,3,-1,Augusta,4/8/17
Francesco Molinari,The Masters,2017,4,0,Augusta,4/9/17
William McGirt,The Masters,2017,1,-3,Augusta,4/6/17
William McGirt,The Masters,2017,2,1,Augusta,4/7/17
William McGirt,The Masters,2017,3,2,Augusta,4/8/17
William McGirt,The Masters,2017,4,2,Augusta,4/9/17
Jason Day,The Masters,2017,1,2,Augusta,4/6/17
Jason Day,The Masters,2017,2,4,Augusta,4/7/17
Jason Day,The Masters,2017,3,-3,Augusta,4/8/17
Jason Day,The Masters,2017,4,-1,Augusta,4/9/17
Paul Casey,The Masters,2017,1,0,Augusta,4/6/17
Paul Casey,The Masters,2017,2,3,Augusta,4/7/17
Paul Casey,The Masters,2017,3,-3,Augusta,4/8/17
Paul Casey,The Masters,2017,4,-4,Augusta,4/9/17
Bubba Watson,The Masters,2017,1,2,Augusta,4/6/17
Bubba Watson,The Masters,2017,2,6,Augusta,4/7/17
Gary Woodland,The Masters,2017,1,3,Augusta,4/6/17
Gary Woodland,The Masters,2017,2,8,Augusta,4/7/17
Marc Leishman,The Masters,2017,1,1,Augusta,4/6/17
Marc Leishman,The Masters,2017,2,2,Augusta,4/7/17
Marc Leishman,The Masters,2017,3,6,Augusta,4/8/17
Marc Leishman,The Masters,2017,4,-1,Augusta,4/9/17
Justin Rose,The Masters,2016,1,-3,Augusta,4/7/16
Justin Rose,The Masters,2016,2,5,Augusta,4/8/16
Justin Rose,The Masters,2016,3,1,Augusta,4/9/16
Justin Rose,The Masters,2016,4,-2,Augusta,4/10/16
Brooks Koepka,The Masters,2016,1,1,Augusta,4/7/16
Brooks Koepka,The Masters,2016,2,0,Augusta,4/8/16
Brooks Koepka,The Masters,2016,3,4,Augusta,4/9/16
Brooks Koepka,The Masters,2016,4,0,Augusta,4/10/16
Dustin Johnson,The Masters,2016,1,1,Augusta,4/7/16
Dustin Johnson,The Masters,2016,2,-1,Augusta,4/8/16
Dustin Johnson,The Masters,2016,3,0,Augusta,4/9/16
Dustin Johnson,The Masters,2016,4,-1,Augusta,4/10/16
Justin Thomas,The Masters,2016,1,4,Augusta,4/7/16
Justin Thomas,The Masters,2016,2,1,Augusta,4/8/16
Justin Thomas,The Masters,2016,3,6,Augusta,4/9/16
Justin Thomas,The Masters,2016,4,-1,Augusta,4/10/16
Bryson DeChambeau,The Masters,2016,1,0,Augusta,4/7/16
Bryson DeChambeau,The Masters,2016,2,0,Augusta,4/8/16
Bryson DeChambeau,The Masters,2016,3,5,Augusta,4/9/16
Bryson DeChambeau,The Masters,2016,4,0,Augusta,4/10/16
Rickie Fowler,The Masters,2016,1,8,Augusta,4/7/16
Rickie Fowler,The Masters,2016,2,1,Augusta,4/8/16
Rory McIlroy,The Masters,2016,1,-2,Augusta,4/7/16
Rory McIlroy,The Masters,2016,2,-1,Augusta,4/8/16
Rory McIlroy,The Masters,2016,3,5,Augusta,4/9/16
Rory McIlroy,The Masters,2016,4,-1,Augusta,4/10/16
Jason Day,The Masters,2016,1,0,Augusta,4/7/16
Jason Day,The Masters,2016,2,1,Augusta,4/8/16
Jason Day,The Masters,2016,3,-1,Augusta,4/9/16
Jason Day,The Masters,2016,4,1,Augusta,4/10/16
Paul Casey,The Masters,2016,1,-3,Augusta,4/7/16
